GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
AF18DC32-7645-D62C-DF0D-B5476BA414E5;Что можно есть кормящей маме в первый месяц после родов?;chto-mozhno-est-kormyaschey-mame-v-pervyy-mesyac-posle-rodov;;;;;;;;;;
FD8AF5D6-E5AC-AACD-A0FB-D100A33216EE;О пользе мяса для здоровья человека;o-polze-myasa-dlya-zdorovya-cheloveka;;;;;;;;;;
43F06063-E6E4-58B8-6C45-3A1FB6B61790;Как похудеть за рекордно короткий срок;kak-pohudet-za-rekordno-korotkiy-srok;;;;;;;;;;
93FB8AB9-4AE6-BD7E-9780-26504369C32D;Диета Аткинсона и низкожировая диета;dieta-atkinsona-i-nizkozhirovaya-dieta;;;;;;;;;;
6427FACB-8B3A-92B0-5F34-B86B1C53D1DF;Что такое слизистые супы;chto-takoe-slizistye-supy;;;;;;;;;;
6D462352-AFEB-3A0F-FBB6-67F8894527A8;Напитки для очищения организма;napitki-dlya-ochishcheniya-organizma;9L_pQX7jXmY;;;;;;;;;
6EAF2EC2-7F09-96D6-8D6B-278FF72DFD7C;Сколько соли нужно телу?;skolko-soli-nuzhno-telu;;;;;;;;;;
E833A84C-59C0-50A8-D0E3-C11190C63D9F;"Диета &laquo;6 лепестков&raquo; &ndash; здоровое снижение веса";dieta-6-lepestkov---zdorovoe-snizhenie-vesa;;;;;;;;;;
E922A51E-EC19-D6BE-5A1D-52D6E3443649;Чего не знает человек о своём организме и почему не работают диеты?;chego-ne-znaet-chelovek-o-svoem-organizme-i-pochemu-ne-rabotayut-diety;;;;;;;;;;
59C55DCD-C38F-688C-9252-13BBDD0B9650;Как похудеть за месяц: разбираем ошибки;kak-pohudet-za-mesyac-razbiraem-oshibki;;;;;;;;;;
02203888-31EC-F60D-9515-702BA27756AA;Как похудеть быстро в домашних условиях;kak-pohudet-bystro-v-domashnih-usloviyah;8zH7vboCgM4;;;;;;;;;
834B9A06-2DB6-BDF4-C6D4-AC507E49597F;Какую диету соблюдать при сахарном диабете;kakuyu-dietu-soblyudat-pri-saharnom-diabete;Xc-urHPmVAM;;;;;;;;;
30FD9E9E-3419-4C80-0BBF-DF7E25651C5F;Диета "Сушка тела": меню для мужчин;dieta-sushka-tela-menyu-dlya-muzhchin;;;;;;;;;;
CD30C2C9-4F69-41FF-2984-772DE0CFD5F3;Как худеть правильно, или идеальная диета;kak-hudet-pravilno-ili-idealnaya-dieta;;;;;;;;;;
1118232A-BF8B-6C49-5F1A-196BA90820AF;Морковная диета: как сбросить вес;morkovnaya-dieta-kak-sbrosit-ves;;;;;;;;;;
AC4F8AD3-DFA4-58EB-5D29-129BA01E8806;Что бы такого съесть, чтобы похудеть?;chto-by-takogo-sest-chtoby-pohudet;;;;;;;;;;
30AD7F62-6AD7-E1AF-861F-4B50B37890BF;Можно ли кормящей маме есть шампиньоны;mozhno-li-kormyaschey-mame-est-shampinony;;;;;;;;;;
E96F2208-076B-9BCC-5A25-7DA29F0A32B4;Как чистить свежие шампиньоны;kak-chistit-svezhie-shampinony;mOiCWbKBMts;;;;;;;;;
BB412DC5-9AF5-CDDC-D554-25A321B00A9D;Микроэлементы и продукты для похудения;mikroelementy-i-produkty-dlya-pohudeniya;;;;;;;;;;
670A27A7-1FF6-44D3-EB3A-B9A34099CC34;Яблочный уксус для похудения;yablochnyy-uksus-dlya-pohudeniya;;;;;;;;;;
D5EFE818-92AA-2C65-9431-DBECB7CCDA83;Как похудеть с помощью клизмы;kak-pohudet-s-pomoschyu-klizmy;Y6OjMEJ6Ups;;;;;;;;;
593380AE-5011-6504-9D40-BCB018200A09;Чем полезно льняное масло;chem-polezno-lnyanoe-maslo-;;;;;;;;;;
5E93647F-BB33-DDD4-3004-3CB5AB26D1FA;Как пить зеленый кофе для похудения;kak-pit-zelenyy-kofe-dlya-pohudeniya;ODQTPCz6yhQ;;;;;;;;;
9BBA46C2-941A-970E-1C44-854C44019F41;Рацион питания при повышенном сахаре в крови;racion-pitaniya-pri-povyshennom-sahare-v-krovi;;;;;;;;;;
90B67701-409A-98C0-7800-2A58D74660FB;Можно ли беременным пить молоко;mozhno-li-beremennym-pit-moloko-;xpSY7FjMvyk;;;;;;;;;
AC4D5690-A61F-C0E9-F0D8-293A6EFFACB3;Чем может навредить спортивное питание;chem-mozhet-navredit--sportivnoe-pitanie;;;;;;;;;;
5C4ED5A2-8B7E-904C-329E-769F114F3A06;Диета при заболеваниях печени и желчного пузыря;dieta-pri-zabolevaniyah-pecheni-i-zhelchnogo-puzyrya;;;;;;;;;;
36FB3DF8-B845-1709-9919-22FBFFB917EF;Как не поправиться после диеты?;kak-ne-popravitsya-posle-diety;;;;;;;;;;
160C6500-6A9D-CBC6-7B7D-1330209D2F6D;Как быстро похудеть с помощью соды;kak-bystro-pohudet-s-pomoschyu-sody;;;;;;;;;;
C8434805-9983-2D7C-2280-3A286B22E056;Разгрузочный день на яблоках: основные принципы;razgruzochnyy-den-na-yablokah-osnovnye-principy;;;;;;;;;;
23CAEBC6-4FA5-5494-DC6D-6C649270CBE0;Как использовать полезные свойства льняной муки для похудения;kak-ispolzovat-poleznye-svoystva-lnyanoy-muki-dlya-pohudeniya;Bfqn4jgq76U;;;;;;;;;
7B7B9EF7-6EDB-6797-3933-6E37369F76FB;Диета при запорах;dieta-pri-zaporah;;;;;;;;;;
E5289B37-604B-A730-ADDD-A23A717363D2;Как перебить внезапно разыгравшийся аппетит;kak-perebit-vnezapno-razygravshiysya-appetit;;;;;;;;;;
DD08003B-8A85-54F5-77DF-73EF550D240C;Как улучшить работу кишечника;kak-uluchshit-rabotu-kishechnika;kgXsEZ5sp_0;;;;;;;;;
9ED90CBF-6818-5AF9-AAE8-329C8EB4361F;Какой разгрузочный день эффективней всего;kakoy-razgruzochnyy-den-effektivney-vsego;;;;;;;;;;
858F4354-9B37-1044-52E8-C1DB6424F2F6;Как похудеть за 11 дней;kak-pohudet-za-11-dney;t1Qh6O4D9QI;;;;;;;;;
51FCB21B-4C9F-BAE0-F0FD-6C0CA15B0937;Что можно есть при панкреатите;chto-mozhno-est-pri-pankreatite-;;;;;;;;;;
175EA625-9764-FD65-119F-9094B15E0A11;Как худеть без диет;kak-hudet-bez-diet;;;;;;;;;;
71F63191-9347-D68F-5237-E53C119750F2;От каких продуктов толстеют;ot-kakih-produktov-tolsteyut;;;;;;;;;;
59FF05DF-889D-A146-2644-A731C098640F;Как соблюдать диету при гастрите;kak-soblyudat-dietu-pri-gastrite;PcnStHgDhgI;;;;;;;;;
195EA59E-2AD2-F609-FDE9-8528926CA6BE;Можно ли кормящим мороженое;mozhno-li-kormyaschim-morozhenoe;;;;;;;;;;
FA3510E6-4CC0-6564-9F73-18CCDF9E9EDB;Низкоуглеводная диета;nizkouglevodnaya-dieta;;;;;;;;;;
B72A4885-0529-1AA8-886F-29F47588EEF8;Как похудеть с помощью активированного угля;kak-pohudet-s-pomoschyu-aktivirovannogo-uglya;;;;;;;;;;
96F6191F-4A1C-3B94-734E-2D7925D8D4AA;Как гарантировано начать худеть;kak-garantirovano-nachat-hudet;dyosZZ3e8kw;;;;;;;;;
F747225F-35D1-B2D0-6A4F-4B4943940940;Что есть при высоком холестерине;chto-est-pri-vysokom-holesterine;;;;;;;;;;
0FC42A56-DF02-946C-9B7C-2E969EADD4C6;Что делать, если после плотного завтрака хочется спать;chto-delat-esli-posle-plotnogo-zavtraka-hochetsya-spat;;;;;;;;;;
81035859-0660-E856-527D-D0177DE7ACC5;Почему после обеда хочется спать;pochemu-posle-obeda-hochetsya-spat;;;;;;;;;;
67EA5734-4764-86F5-0032-93ED42A1DBB9;Диета для плоского живота;dieta-dlya-ploskogo-zhivota;1XPOvwA8JqA;;;;;;;;;
264FFCD9-A2A0-EC97-68F1-78315F6C468D;Какое питание нужно при диабете: поддерживаем нормальный уровень сахара;kakoe-pitanie-nuzhno-pri-diabete-podderzhivaem-normalnyy-uroven-sahara;aszmygVjQZc;;;;;;;;;
B3E986ED-AB37-C203-E64E-9A6E564ACBF0;Что полезно для желудка;chto-polezno-dlya-zheludka;;;;;;;;;;
BA7EBA93-0F6F-106D-B148-1A3961600C81;Как похудеть на 10 кг с помощью соды;kak-pohudet-na-10-kg-s-pomoschyu-sody;rHxPzzHOUy4;;;;;;;;;
F408CC57-8615-4CC3-5664-9B7A4C1E11E7;Путь к правильному питанию;put-k-pravilnomu-pitaniyu;;;;;;;;;;
3E57F0FB-EBCC-62A0-A1D3-0C9EF0AF1C12;Алкалиновая диета;alkalinovaya-dieta;yKo3VJZkxlk;;;;;;;;;
5CBAEAB7-9E82-4A43-D68C-663AA3527DA9;Как переваривается клетчатка;kak-perevarivaetsya-kletchatka;6PXnuvpSs2s;;;;;;;;;
86C8866F-F981-1CA2-C77E-B47ADE34BC94;Как быстрее всего сжечь жир;kak-bystree-vsego-szhech-zhir;;;;;;;;;;
357A216F-6ABE-EAA6-4D94-88EE00B644FE;Диеты или правильное питание?;diety-ili-pravilnoe-pitanie;;;;;;;;;;
82391CB2-46ED-90AA-1DC9-46DCA9AB10A3;Как исключить перекусы;kak-isklyuchit-perekusy;8OIlyrSu0EQ;;;;;;;;;
88322B18-A8D6-C447-5093-66D4296A261F;Можно ли похудеть на зеленом кофе с имбирем;mozhno-li-pohudet-na-zelenom-kofe-s-imbirem;;;;;;;;;;
A93386CE-E8AD-8BDE-54E4-8E3D43BF74DB;Как похудеть при помощи зеленого чая;kak-pohudet-pri-pomoshchi-zelenogo-chaya;VrhYOg6dDBM;;;;;;;;;
D8B4C988-FC97-30A1-DE3A-B1B9F5C68587;Как правильно похудеть, находясь дома;kak-pravilno-pohudet-nahodyas-doma-;;;;;;;;;;
2139031D-225F-35A8-88D9-1204344BBC08;Как заваривать зеленый кофе для похудения;kak-zavarivat-zelenyy-kofe-dlya-pohudeniya;Gy8T0A9iPF8;;;;;;;;;
D3595E5E-2CEC-6EB8-EC56-45BE73959B22;Как прекратить переедать;kak-prekratit-pereedat;;;;;;;;;;
C54A16DF-54DA-0A19-9856-8DADC61DE850;Толстеют ли от кофе или худеют?;tolsteyut-li-ot-kofe-ili-hudeyut;OVBHHb5zvIc;;;;;;;;;
6B6FC634-FDBC-33E4-8A82-5309B39EEF30;Можно ли похудеть на зеленом чае с имбирем;mozhno-li-pohudet-na-zelenom-chae-s-imbirem;;;;;;;;;;
75992140-F105-5706-8501-8FC80AD32C51;Как заварить чай из корня имбиря;kak-zavarit-chay-iz-kornya-imbirya;Z9s6uBgoODY;;;;;;;;;
828B4E03-72AD-555B-6B05-2EEC6F8F399C;Как кормить грудного ребенка при пищевой аллергии;kak-kormit-grudnogo-rebenka-pri-pischevoy-allergii;;;;;;;;;;
30DB02F3-4F99-494F-E4F3-E14827AE0634;Советы для быстрого похудения;sovety-dlya-bystrogo-pohudeniya;;;;;;;;;;
192CCF00-B14B-4D14-8700-256E8BBED0BE;Как сбросить лишний вес в домашних условиях;kak-sbrosit-lishniy-ves-v-domashnih-usloviyah;;;;;;;;;;
3BC07E6B-1491-1E7A-A3C8-9478A043BAC0;Диеты на подсчет калорий - помощь в ускорении метаболизма;diety-na-podschet-kaloriy---pomosch-v-uskorenii-metabolizma;;;;;;;;;;
70568B64-040F-DFC2-77C0-1C7835911281;Кремлевская диета и ее эффект;kremlevskaya-dieta-i-ee-effekt;tHp7QTxvvPg;;;;;;;;;
1EB1948E-FA00-B5EE-CB88-47904CBFA9B9;Как снизить уровень холестерина с помощью диеты;kak-snizit-uroven-holesterina-s-pomoshchyu-diety;NaORj1WPF2U;;;;;;;;;
58744A22-5BD4-D675-3F09-F7F3176EF5A4;Как пищевой содой убрать живот;kak-pischevoy-sodoy-ubrat-zhivot;mwHRIA7XGsI;;;;;;;;;
70BAD5B0-C278-985A-560A-0F4C2016438F;Что такое содовая;chto-takoe-sodovaya;MQdVskfIo9I;;;;;;;;;
88C01B0B-4112-4F42-4EBC-C74BE0DF41B9;Как в кулинарии используют льняное масло;kak-v-kulinarii-ispolzuyut-lnyanoe-maslo;;;;;;;;;;
9E5BED90-AB8B-41D4-625A-551C41C60F55;Как похудеть на 10 кг за неделю: диета 6 лепестков;kak-pohudet-na-10-kg-za-nedelyu-dieta-6-lepestkov;;;;;;;;;;
9AF656C9-BD7D-E327-5D12-1960F289A83C;Какая показана диета при диарее;kakaya-pokazana-dieta-pri-diaree-;;;;;;;;;;
5E7A663B-B7DC-1793-EC9D-B577E372E1CF;Похудеть за 35 дней на диете Протасова;pohudet-za-35-dney-na-diete-protasova;;;;;;;;;;
CDD3F019-1F48-C517-12E3-FE530C7BC201;Как есть только овощи и фрукты;kak-est-tolko-ovoshchi-i-frukty;;;;;;;;;;
938FF0BE-2C6D-DAE6-FB90-D2207D9BC0AD;Как похудеть на кефирных коктейлях;kak-pohudet-na-kefirnyh-kokteylyah;fghDm3nbTJc;;;;;;;;;
F72BB4E8-9783-586E-F6C2-A3C9950FA3DA;Какие бывают диеты;kakie-byvayut-diety;;;;;;;;;;
67B8CE67-7DF4-D825-F5FC-13C0A6DF9E5B;Аминокислоты всаа: побочные эффекты от приема;aminokisloty-vsaa-pobochnye-effekty-ot-priema;;;;;;;;;;
B38C5E81-C064-09FB-04A2-D6CD776E3ADA;Как остановить аппетит;kak-ostanovit-appetit;6LXUblSnFaA;;;;;;;;;
0CB86AD7-7D6C-283F-B082-8F7205BD1EFA;Как быстро скинуть вес;kak-bystro-skinut-ves;;;;;;;;;;
1E016BA2-CD93-C0C8-89AB-368CA9ED687B;Самые быстрые способы экспресс-похудения;samye-bystrye-sposoby-ekspress-pohudeniya;;;;;;;;;;
8B2B8D20-A056-0597-C878-2E0A38E2A94F;Можно ли прожить без мяса;mozhno-li-prozhit-bez-myasa;SmGgHaVmVn4;;;;;;;;;
77E49F57-DD2D-6182-4A81-F48AB6A79500;Как похудеть на 10 килограммов за месяц: 3 проверенных диеты;kak-pohudet-na-10-kilogrammov-za-mesyac-3-proverennyh-diety;;;;;;;;;;
D32D477D-F7E1-E8E6-5080-B2D85E0C4F7D;Диета для плоского живота - убираем лишние сантиметры;dieta-dlya-ploskogo-zhivota---ubiraem-lishnie-santimetry;;;;;;;;;;
A2AA60BC-2187-217C-B607-50C9D9495219;Как правильно организовать свое питание во время тренировок;kak-pravilno-organizovat-svoe-pitanie-vo-vremya-trenirovok;;;;;;;;;;
AE572DDE-57E9-13A5-D881-E85A08316BAC;Как выбрать программу похудения;kak-vybrat-programmu-pohudeniya;WjnWdCRUROg;;;;;;;;;
3BEFC834-BB7C-9AE6-8632-5C7D936FF37C;Как набрать вес;kak-nabrat-ves;4NPO9F-qMgs;;;;;;;;;
B3AB7DF0-0EFD-03D5-A627-70F208ECF07E;Что такое диетическое питание;chto-takoe-dieticheskoe-pitanie;;;;;;;;;;
BFCEE878-980F-36FD-68CF-677D303D02BF;Какие продукты содержат много холестерина;kakie-produkty-soderzhat-mnogo-holesterina;;;;;;;;;;
8969D31E-ACF2-C63C-0553-6F7D8696501B;Какая пища полезна для здоровья;kakaya-pischa-polezna-dlya-zdorovya;pU_3-6OtCzs;;;;;;;;;
3FAC936A-B689-B46B-5674-A6633E88989A;Как похудеть и не набрать снова;kak-pohudet-i-ne-nabrat-snova;;;;;;;;;;
EFD27D81-88D9-01CE-0705-14A5059ADCBD;Как пить воду с медом для похудения;kak-pit-vodu-s-medom-dlya-pohudeniya;;;;;;;;;;
0220D924-1E55-44DE-76E7-89C7BC3EF342;Как соблюдать диету при язве желудка;kak-soblyudat-dietu-pri-yazve-zheludka;oKBDtQ4JxVQ;;;;;;;;;
72A5D3DC-C9EE-F663-0051-6E51D9E4A4E1;Как составить диету при панкреатите;kak-sostavit-dietu-pri-pankreatite;;;;;;;;;;
D2E210E4-5FDF-25C4-BE1B-020BDED9EE4A;Как убрать жир с живота диетой;kak-ubrat-zhir-s-zhivota-dietoy;I1UL2WqlSiY;;;;;;;;;
FBD5438B-7465-9088-1A8A-1F15F11ABBD7;Перепелиные яйца: лечебные свойства;perepelinye-yayca-lechebnye-svoystva;;;;;;;;;;
11B6D099-C328-1AAD-3DF8-A0947AF8CF6B;Диета при болезнях поджелудочной железы;dieta-pri-boleznyah-podzheludochnoy-zhelezy;5YCk9Al45Cg;;;;;;;;;
3157F8D1-E180-283F-5F2E-806B123072EC;Можно ли при беременности есть виноград;mozhno-li-pri-beremennosti-est-vinograd;;;;;;;;;;
AD7D70D1-8F7D-1AC3-90EC-33A030DECE96;Белковая диета;belkovaya-dieta;;;;;;;;;;
443AD890-A346-D377-8481-6FBF9EC9FAF3;Теряем вес без диет;teryaem-ves-bez-diet;;;;;;;;;;
2B257213-E517-2D90-03F6-A88538DF3266;Как правильно питаться при сахарном диабете;kak-pravilno-pitatsya-pri-saharnom-diabete-;;;;;;;;;;
47049B1D-5370-BB31-55E6-8392A0CBD1B1;Какую диету необходимо соблюдать кормящей маме;kakuyu-dietu-neobhodimo-soblyudat-kormyaschey-mame;;;;;;;;;;
732427D8-657F-9CA9-945D-A8301DC464C6;Что такое безглютеновая диета;chto-takoe-bezglyutenovaya-dieta;O6tB8zEdwEM;;;;;;;;;
14D56DAF-B62B-E3B1-6E90-6A6338818180;Полезен ли кэроб?;polezen-li-kerob;;;;;;;;;;
55643309-F507-B6DF-E193-7B1296ED31DC;Как похудеть на рисовой диете;kak-pohudet-na-risovoy-diete;JQbEQYp4Roo;;;;;;;;;
C2F5E12C-19CD-AC64-61D0-6C6C7481A82F;Как быстро убрать живот и бока в домашних условиях;kak--bystro-ubrat-zhivot-i-boka-v-domashnih-usloviyah;;;;;;;;;;
585C2FD6-F445-9752-EE17-8BD735A3167E;Как избавиться от аппетита при лишнем весе;kak-izbavitsya-ot-appetita-pri-lishnem-vese;;;;;;;;;;
7E5BDA48-FD04-117E-D63F-9BBB40B018C0;Как сбросить вес на гречневой диете;kak-sbrosit-ves-na-grechnevoy-diete;;;;;;;;;;
213DC3C7-CF6D-B911-7C99-2A258E65F8FE;Диета Дюкана;dieta-dyukana;;;;;;;;;;
67248A83-641C-8E95-5731-CDE9967CA6AE;Как похудеть дома?;kak-pohudet-doma;;;;;;;;;;
CF09E6A0-D05E-C301-E765-6EF6B91847A4;Какие продукты полезны для сердца;kakie-produkty-polezny-dlya-serdca;ZwNUjcK4BE8;;;;;;;;;
C44F1922-FA33-8BEC-F55B-94F15BD6C36C;Похудение с помощью активированного угля;pohudenie-s-pomoschyu-aktivirovannogo-uglya;;;;;;;;;;
03AEFA01-843E-C563-61B2-7AE12B3DBCAB;Атомная диета для похудения;atomnaya-dieta-dlya-pohudeniya-;;;;;;;;;;
45059D2D-BB5D-12DD-870B-FBF4F3540CA5;Диета при дивертикулезе кишечника;dieta-pri-divertikuleze-kishechnika-;;;;;;;;;;
F1CA9F8C-A852-89AC-DFBB-FC0DDF93DA54;Какое мясо самое диетическое;kakoe-myaso-samoe-dieticheskoe;sYJF0ldN77I;;;;;;;;;
AE2B3BD2-D74C-F4E6-8DA4-4E467D02BD85;Диеты: вред или польза;diety-vred-ili-polza;;;;;;;;;;
45C177B5-1B8B-9809-F74B-C26E37588726;Как подобрать диету при гастрите;kak-podobrat-dietu-pri-gastrite;afXsKZcT2GI;;;;;;;;;
1287BCC0-F8D0-3171-A582-C183B9DBC6D4;Как похудеть на 3 кг за 3 дня: диета моделей;kak-pohudet-na-3-kg-za-3-dnya-dieta-modeley;;;;;;;;;;
